nct_id,drug,trial_name,endpoint_rank,endpoint_position,endpoint_verbatim_sha1,timepoint,test_arm_id,reference_arm_id,comparison_kind,effect_type,effect_type_verbatim,effect_value,ci_pct,ci_lower,ci_upper,ci_sides,p_value_comparator,p_value,p_value_verbatim,statistical_method,adjusted_for
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,3,f70001593015f2f16fd4cb5237cd81a7e99f113c,24w,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-47.0,95.0,-55.1,-39.0,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,4,a3e204ef0b2a748236756fa54b71b520ed826f40,12w,OG000,OG001,superiority,,,,,,,,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,4,a3e204ef0b2a748236756fa54b71b520ed826f40,12w,OG000,OG002,superiority,,,,,,,,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,4,a3e204ef0b2a748236756fa54b71b520ed826f40,16w,OG000,OG001,superiority,,,,,,,,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,4,a3e204ef0b2a748236756fa54b71b520ed826f40,16w,OG000,OG002,superiority,,,,,,,,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,4,a3e204ef0b2a748236756fa54b71b520ed826f40,20w,OG000,OG001,superiority,,,,,,,,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,4,a3e204ef0b2a748236756fa54b71b520ed826f40,20w,OG000,OG002,superiority,,,,,,,,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,4,a3e204ef0b2a748236756fa54b71b520ed826f40,24w,OG000,OG001,superiority,,,,,,,,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,4,a3e204ef0b2a748236756fa54b71b520ed826f40,24w,OG000,OG002,superiority,,,,,,,,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,5,956a9ddee2a05ecedcf951c25fd5bd69adfd2c93,12w,OG000,OG001,superiority,,,,,,,,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,5,956a9ddee2a05ecedcf951c25fd5bd69adfd2c93,12w,OG000,OG002,superiority,,,,,,,,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,5,956a9ddee2a05ecedcf951c25fd5bd69adfd2c93,16w,OG000,OG001,superiority,,,,,,,,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,5,956a9ddee2a05ecedcf951c25fd5bd69adfd2c93,16w,OG000,OG002,superiority,,,,,,,,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,5,956a9ddee2a05ecedcf951c25fd5bd69adfd2c93,20w,OG000,OG001,superiority,,,,,,,,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,5,956a9ddee2a05ecedcf951c25fd5bd69adfd2c93,20w,OG000,OG002,superiority,,,,,,,,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,5,956a9ddee2a05ecedcf951c25fd5bd69adfd2c93,24w,OG000,OG001,superiority,,,,,,,,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,5,956a9ddee2a05ecedcf951c25fd5bd69adfd2c93,24w,OG000,OG002,superiority,,,,,,,,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,6,c181c5694a206fd1675c2348be36ea1b0a6cf7ba,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-0.9,95.0,-1.2,-0.7,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,6,c181c5694a206fd1675c2348be36ea1b0a6cf7ba,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.2,95.0,-1.5,-0.9,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,6,c181c5694a206fd1675c2348be36ea1b0a6cf7ba,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-1.2,95.0,-1.4,-0.9,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,6,c181c5694a206fd1675c2348be36ea1b0a6cf7ba,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.6,95.0,-1.9,-1.3,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,6,c181c5694a206fd1675c2348be36ea1b0a6cf7ba,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-1.5,95.0,-1.8,-1.2,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,6,c181c5694a206fd1675c2348be36ea1b0a6cf7ba,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.9,95.0,-2.3,-1.6,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,6,c181c5694a206fd1675c2348be36ea1b0a6cf7ba,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-1.7,95.0,-2.0,-1.3,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,6,c181c5694a206fd1675c2348be36ea1b0a6cf7ba,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-2.1,95.0,-2.5,-1.7,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,7,9d9105d539952e9d308812e393f5cf00ab408f72,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-0.6,95.0,-0.9,-0.3,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,7,9d9105d539952e9d308812e393f5cf00ab408f72,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.0,95.0,-1.3,-0.6,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,7,9d9105d539952e9d308812e393f5cf00ab408f72,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-1.2,95.0,-1.6,-0.9,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,7,9d9105d539952e9d308812e393f5cf00ab408f72,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.7,95.0,-2.1,-1.4,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,7,9d9105d539952e9d308812e393f5cf00ab408f72,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-1.4,95.0,-1.7,-1.0,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,7,9d9105d539952e9d308812e393f5cf00ab408f72,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.9,95.0,-2.3,-1.5,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,7,9d9105d539952e9d308812e393f5cf00ab408f72,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-1.7,95.0,-2.0,-1.3,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,7,9d9105d539952e9d308812e393f5cf00ab408f72,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-2.2,95.0,-2.6,-1.8,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,8,72329f7a175f17938c9c410a44812f67816d8b53,12w,OG000,OG001,superiority,risk_difference,Risk Difference (RD),0.09,95.0,0.06,0.12,2,<,0.0001,<0.0001,Mantel Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,8,72329f7a175f17938c9c410a44812f67816d8b53,12w,OG000,OG002,superiority,risk_difference,Risk Difference (RD),0.17,95.0,0.12,0.22,2,<,0.0001,<0.0001,Mantel Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,8,72329f7a175f17938c9c410a44812f67816d8b53,24w,OG000,OG001,superiority,risk_difference,Risk Difference (RD),0.28,95.0,0.23,0.33,2,<,0.0001,<0.0001,Mantel Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,8,72329f7a175f17938c9c410a44812f67816d8b53,24w,OG000,OG002,superiority,risk_difference,Risk Difference (RD),0.38,95.0,0.32,0.45,2,<,0.0001,<0.0001,Mantel Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,8,72329f7a175f17938c9c410a44812f67816d8b53,12w,OG000,OG001,superiority,risk_difference,Risk Difference (RD),0.04,95.0,0.02,0.06,2,=,0.0006,0.0006,Mantel Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,8,72329f7a175f17938c9c410a44812f67816d8b53,12w,OG000,OG002,superiority,risk_difference,Risk Difference (RD),0.1,95.0,0.06,0.14,2,<,0.0001,<0.0001,Mantel Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,8,72329f7a175f17938c9c410a44812f67816d8b53,24w,OG000,OG001,superiority,risk_difference,Risk Difference (RD),0.19,95.0,0.15,0.23,2,<,0.0001,<0.0001,Mantel Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,8,72329f7a175f17938c9c410a44812f67816d8b53,24w,OG000,OG002,superiority,risk_difference,Risk Difference (RD),0.3,95.0,0.24,0.37,2,<,0.0001,<0.0001,Mantel Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,9,8b344b4dc45e0a7c30c3edde96fb8b9d0d62a0d9,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,0.7,95.0,0.3,1.2,2,=,0.001,0.0010,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,9,8b344b4dc45e0a7c30c3edde96fb8b9d0d62a0d9,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,1.1,95.0,0.6,1.6,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,9,8b344b4dc45e0a7c30c3edde96fb8b9d0d62a0d9,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,1.7,95.0,1.2,2.2,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,9,8b344b4dc45e0a7c30c3edde96fb8b9d0d62a0d9,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,1.9,95.0,1.4,2.4,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,10,e319218dfe941fbadb35e6b960568f4b01c7cfab,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,0.9,95.0,0.5,1.3,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,10,e319218dfe941fbadb35e6b960568f4b01c7cfab,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,1.4,95.0,1.0,1.8,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,10,e319218dfe941fbadb35e6b960568f4b01c7cfab,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,1.5,95.0,1.0,2.0,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,10,e319218dfe941fbadb35e6b960568f4b01c7cfab,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,1.9,95.0,1.4,2.4,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,11,31e825bde921049eb68fd47deaa5b9951d077b91,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-0.7,95.0,-1.0,-0.5,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,11,31e825bde921049eb68fd47deaa5b9951d077b91,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.1,95.0,-1.3,-0.8,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,11,31e825bde921049eb68fd47deaa5b9951d077b91,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-1.0,95.0,-1.2,-0.8,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,11,31e825bde921049eb68fd47deaa5b9951d077b91,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.4,95.0,-1.6,-1.1,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,11,31e825bde921049eb68fd47deaa5b9951d077b91,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-1.1,95.0,-1.3,-0.8,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,11,31e825bde921049eb68fd47deaa5b9951d077b91,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.5,95.0,-1.7,-1.2,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,11,31e825bde921049eb68fd47deaa5b9951d077b91,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-1.2,95.0,-1.5,-1.0,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,11,31e825bde921049eb68fd47deaa5b9951d077b91,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.6,95.0,-1.8,-1.3,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,12,a5f95d9b23a8d0fcebe8911a0d30909f2cbf8265,12w,OG000,OG001,superiority,risk_difference,Risk Difference (RD),0.25,95.0,0.17,0.34,2,<,0.0001,< 0.0001,Mantel Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,12,a5f95d9b23a8d0fcebe8911a0d30909f2cbf8265,12w,OG000,OG002,superiority,risk_difference,Risk Difference (RD),0.32,95.0,0.23,0.42,2,<,0.0001,< 0.0001,Mantel Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,12,a5f95d9b23a8d0fcebe8911a0d30909f2cbf8265,16w,OG000,OG001,superiority,risk_difference,Risk Difference (RD),0.35,95.0,0.27,0.42,2,<,0.0001,< 0.0001,Mantel Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,12,a5f95d9b23a8d0fcebe8911a0d30909f2cbf8265,16w,OG000,OG002,superiority,risk_difference,Risk Difference (RD),0.39,95.0,0.3,0.48,2,<,0.0001,< 0.0001,Mantel Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,12,a5f95d9b23a8d0fcebe8911a0d30909f2cbf8265,20w,OG000,OG001,superiority,risk_difference,Risk Difference (RD),0.34,95.0,0.26,0.42,2,<,0.0001,< 0.0001,Mantel Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,12,a5f95d9b23a8d0fcebe8911a0d30909f2cbf8265,20w,OG000,OG002,superiority,risk_difference,Risk Difference (RD),0.42,95.0,0.34,0.51,2,<,0.0001,< 0.0001,Mantel Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,12,a5f95d9b23a8d0fcebe8911a0d30909f2cbf8265,24w,OG000,OG001,superiority,risk_difference,Risk Difference (RD),0.37,95.0,0.29,0.44,2,<,0.0001,< 0.0001,Mantel Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,12,a5f95d9b23a8d0fcebe8911a0d30909f2cbf8265,24w,OG000,OG002,superiority,risk_difference,Risk Difference (RD),0.44,95.0,0.35,0.53,2,<,0.0001,< 0.0001,Mantel Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-0.7,95.0,-0.9,-0.5,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-0.9,95.0,-1.2,-0.7,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-0.9,95.0,-1.1,-0.6,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.2,95.0,-1.4,-1.0,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-1.0,95.0,-1.2,-0.8,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.3,95.0,-1.6,-1.1,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-1.1,95.0,-1.3,-0.8,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.4,95.0,-1.7,-1.2,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-0.6,95.0,-0.8,-0.4,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-0.9,95.0,-1.1,-0.7,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-0.7,95.0,-0.9,-0.5,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.1,95.0,-1.3,-0.8,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-0.9,95.0,-1.1,-0.7,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.2,95.0,-1.5,-1.0,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-0.9,95.0,-1.2,-0.7,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.3,95.0,-1.5,-1.0,2,<,0.0001,<0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-0.7,95.0,-0.9,-0.5,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-0.8,95.0,-1.1,-0.6,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-0.9,95.0,-1.1,-0.7,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.1,95.0,-1.4,-0.9,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-0.9,95.0,-1.1,-0.7,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.1,95.0,-1.3,-0.9,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-1.0,95.0,-1.2,-0.8,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.2,95.0,-1.4,-0.9,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-0.5,95.0,-0.7,-0.3,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-0.6,95.0,-0.8,-0.4,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-0.7,95.0,-0.9,-0.5,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-0.9,95.0,-1.1,-0.7,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-0.7,95.0,-0.9,-0.5,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-0.8,95.0,-1.0,-0.5,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,-0.9,95.0,-1.1,-0.6,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,13,3fd3dbcf04414a90da1ee14e8435d2463a185c70,,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,-1.0,95.0,-1.2,-0.7,2,<,0.0001,< 0.0001,MMRM,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,14,777d66bb1c9c580784227e479605520cc24bff90,24w,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,0.3,95.0,-0.2,0.9,2,=,0.2489,0.2489,ANCOVA,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,14,777d66bb1c9c580784227e479605520cc24bff90,24w,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,0.5,95.0,-0.1,1.1,2,=,0.1235,0.1235,ANCOVA,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,14,777d66bb1c9c580784227e479605520cc24bff90,24w,OG000,OG001,superiority,ls_mean_difference,LS Mean Difference,0.0,95.0,-0.5,0.5,2,=,0.9765,0.9765,ANCOVA,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,14,777d66bb1c9c580784227e479605520cc24bff90,24w,OG000,OG002,superiority,ls_mean_difference,LS Mean Difference,0.3,95.0,-0.3,0.8,2,=,0.3559,0.3559,ANCOVA,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,15,8c99cf475ae5bcc1131d097f3fcc6630d0508353,24w,OG000,OG001,superiority,risk_difference,Risk Difference (RD),0.21,95.0,0.16,0.25,2,<,0.0001,<0.0001,Mantel Haenszel,
NCT04518995,Deuruxolitinib,THRIVE-AA1,secondary,15,8c99cf475ae5bcc1131d097f3fcc6630d0508353,24w,OG000,OG002,superiority,risk_difference,Risk Difference (RD),0.33,95.0,0.27,0.39,2,<,0.0001,<0.0001,Mantel Haenszel,
NCT04773587,Roflumilast,INTEGUMENT-I,primary,1,5f857fa12a48d8df882eb9b09373945020dc3093,4w,OG000,OG001,superiority,odds_ratio,Odds Ratio (OR),2.96,95.0,1.881,4.647,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT04773587,Roflumilast,INTEGUMENT-I,secondary,1,97b885e19c6417f14743d921e5c86779fea644c2,4w,OG000,OG001,superiority,odds_ratio,Odds Ratio (OR),2.67,95.0,1.64,4.359,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT04773587,Roflumilast,INTEGUMENT-I,secondary,2,0ede2094471e354b3ced5f263e5558a891e2288a,4w,OG000,OG001,superiority,odds_ratio,Odds Ratio (OR),1.98,95.0,1.186,3.319,2,=,0.0089,0.0089,Cochran-Mantel-Haenszel,
NCT04773587,Roflumilast,INTEGUMENT-I,secondary,4,c23b62b94441a7ba4855c9b2c823aa24c283cdc1,1w,OG000,OG001,superiority,odds_ratio,Odds Ratio (OR),3.81,95.0,1.161,12.511,2,=,0.0159,0.0159,Cochran-Mantel-Haenszel,
